Car Name,Price,Dealer Name,Transmission Type,Drivetrain,Fuel Type,Rating,Reviews,Location,Mileage
2022 Toyota Highlander Hybrid Limited,"$47,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","18,895 mi."
2020 Toyota RAV4 Hybrid Limited,"$27,700",Antwerpen Chrysler Jeep Dodge Ram,CVT,All-Wheel Drive,Hybrid,4.4,"2,492 reviews","Baltimore, MD (6 mi.)","67,012 mi."
2024 Toyota Venza LE,"$34,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","18,459 mi."
2021 Honda CR-V Hybrid EX-L,"$28,999",Anderson Honda,CVT,All-Wheel Drive,Hybrid,4.7,329 reviews,"Cockeysville, MD (16 mi.)","42,051 mi."
2021 Toyota Sienna Limited,"$46,990",DARCARS Lexus Of Silver Spring,CVT,All-Wheel Drive,Hybrid,4.5,"1,797 reviews","Silver Spring, MD (20 mi.)","24,547 mi."
2020 Honda CR-V Hybrid EX-L,"$23,995",Koons Annapolis Toyota,CVT,All-Wheel Drive,Hybrid,4.6,"1,193 reviews","Annapolis, MD (21 mi.)","78,602 mi."
2019 Toyota Prius XLE,"$19,965",Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","108,417 mi."
2018 Toyota RAV4 Hybrid XLE,"$16,998",Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","129,165 mi."
2023 Toyota RAV4 Hybrid XSE,"$36,558",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","35,642 mi."
2022 Toyota Venza Limited,"$32,599",DARCARS 355 Toyota Rockville,CVT,All-Wheel Drive,Hybrid,2.5,289 reviews,"Rockville, MD (28 mi.)","31,757 mi."
2021 Toyota Venza,"$28,995",Alexandria Toyota,CVT,All-Wheel Drive,Hybrid,4.5,618 reviews,"Alexandria, VA (35 mi.)","60,080 mi."
2024 Toyota RAV4 Hybrid XLE,"$35,000",Hart Nissan of NOVA,CVT,All-Wheel Drive,Hybrid,4.8,451 reviews,"Springfield, VA (43 mi.)","17,876 mi."
2022 Lexus RX 450h Base,"$48,700",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","38,861 mi."
2022 Lexus UX 250h Base,"$35,977",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","18,545 mi."
2021 Toyota Highlander Hybrid Platinum,"$32,549",Sheehy Volkswagen of Hagerstown,CVT,All-Wheel Drive,Hybrid,0,10 reviews,"Hagerstown, MD (59 mi.)","95,296 mi."
2020 Honda CR-V Hybrid Touring,"$19,453",Sheehy Volkswagen of Hagerstown,CVT,All-Wheel Drive,Hybrid,0,10 reviews,"Hagerstown, MD (59 mi.)","124,506 mi."
2023 Toyota Corolla Hybrid SE,"$24,350",Sheehy Toyota of Stafford,CVT,All-Wheel Drive,Hybrid,3.9,"1,446 reviews","Stafford, VA (67 mi.)","44,527 mi."
2021 Toyota Sienna Platinum,"$48,954",New Holland Auto Group,CVT,All-Wheel Drive,Hybrid,4.1,458 reviews,"New Holland, PA (67 mi.)","41,360 mi."
2019 Toyota RAV4 Hybrid XLE,"$19,997",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","114,249 mi."
2025 Toyota Crown Signia XLE,"$42,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","2,643 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2024 Toyota RAV4 Hybrid XLE,"$30,995",Safford Brown Toyota Glen Burnie,CVT,All-Wheel Drive,Hybrid,4.4,"2,769 reviews","Glen Burnie, MD (6 mi.)","21,522 mi."
2023 Toyota Venza LE,"$31,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","25,054 mi."
2022 Toyota Prius LE,"$23,481",Antwerpen Mitsubishi,CVT,All-Wheel Drive,Hybrid,4.5,278 reviews,"Randallstown, MD (12 mi.)","60,816 mi."
2023 Toyota Corolla Hybrid LE,"$23,499",DARCARS Lexus Of Silver Spring,CVT,All-Wheel Drive,Hybrid,4.5,"1,797 reviews","Silver Spring, MD (20 mi.)","20,079 mi."
2024 Lexus UX 250h F SPORT Design,"$38,441",DARCARS Lexus Of Silver Spring,CVT,All-Wheel Drive,Hybrid,4.5,"1,797 reviews","Silver Spring, MD (20 mi.)","20,917 mi."
2019 Toyota Highlander Hybrid XLE,"$28,119",DARCARS Lexus Of Silver Spring,CVT,All-Wheel Drive,Hybrid,4.5,"1,797 reviews","Silver Spring, MD (20 mi.)","77,432 mi."
2024 Honda CR-V Hybrid Sport Touring,"$36,500",Heritage Honda Bel Air,CVT,All-Wheel Drive,Hybrid,4.9,"4,973 reviews","Fallston, MD (24 mi.)","16,576 mi."
2021 Toyota RAV4 Hybrid XLE,"$28,995",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","45,919 mi."
2008 Toyota Highlander Hybrid Limited,"$6,495",High Rated Auto Company,CVT,All-Wheel Drive,Hybrid,0,6 reviews,"Abingdon, MD (28 mi.)","363,201 mi."
2021 Toyota Sienna XLE,"$39,995",Alexandria Toyota,CVT,All-Wheel Drive,Hybrid,4.5,618 reviews,"Alexandria, VA (35 mi.)","39,017 mi."
2017 Toyota Highlander Hybrid Limited Platinum,"$25,500",Koons Tysons Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"2,580 reviews","Vienna, VA (37 mi.)","106,445 mi."
2023 Toyota Sienna XLE,"$46,000",Koons Tysons Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"2,580 reviews","Vienna, VA (37 mi.)","16,872 mi."
2019 Toyota Highlander Hybrid Limited,"$32,482",BMW of Sterling,CVT,All-Wheel Drive,Hybrid,3.5,"1,163 reviews","Sterling, VA (44 mi.)","53,694 mi."
2020 Toyota Highlander Hybrid Platinum,"$34,500",Ted Britt Ford - We Will Buy Your Car,CVT,All-Wheel Drive,Hybrid,3.3,310 reviews,"Fairfax, VA (44 mi.)","82,152 mi."
2024 Lincoln Corsair Grand Touring,"$51,500",Ted Britt Ford - We Will Buy Your Car,CVT,All-Wheel Drive,Hybrid,3.3,310 reviews,"Fairfax, VA (44 mi.)","5,795 mi."
2022 Lexus UX 250h Base,"$34,700",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","11,363 mi."
2021 Lexus UX 250h Base,"$33,700",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","16,569 mi."
2019 Lexus UX 250h UX 250h,"$22,500",Miller Toyota,CVT,All-Wheel Drive,Hybrid,4.8,845 reviews,"Manassas, VA (55 mi.)","84,471 mi."
2017 Toyota Highlander Hybrid Limited,"$28,490",Bomnin Chevrolet Manassas,CVT,All-Wheel Drive,Hybrid,4.4,"6,251 reviews","Manassas, VA (55 mi.)","48,866 mi."
2023 Toyota Highlander Hybrid Limited,"$49,790",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","24,513 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2024 Toyota Venza Limited,"$43,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","11,878 mi."
2019 Lexus RX 450h 450H,"$35,000",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","63,959 mi."
2024 Toyota RAV4 Hybrid LE,"$34,000",Heritage Toyota Owings Mills,CVT,All-Wheel Drive,Hybrid,4.6,"1,364 reviews","Owings Mills, MD (13 mi.)","5,141 mi."
2021 Toyota Venza Limited,"$30,500",Heritage Toyota Owings Mills,CVT,All-Wheel Drive,Hybrid,4.6,"1,364 reviews","Owings Mills, MD (13 mi.)","58,266 mi."
2019 Lexus RX 450h 450H,"$34,000",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","79,813 mi."
2024 Toyota Corolla Hybrid SE,"$28,130",Heritage Mazda Towson,CVT,All-Wheel Drive,Hybrid,4.9,"1,686 reviews","Lutherville, MD (14 mi.)",877 mi.
2017 Toyota Highlander Hybrid XLE,"$22,997",DARCARS Lexus Of Silver Spring,CVT,All-Wheel Drive,Hybrid,4.5,"1,797 reviews","Silver Spring, MD (20 mi.)","96,919 mi."
2022 Toyota Venza LE,"$31,998",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","8,145 mi."
2021 Toyota Venza XLE,"$31,998",Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","23,508 mi."
2021 Toyota Venza XLE,"$31,998",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","23,023 mi."
2021 Toyota Venza Limited,"$29,998",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","64,757 mi."
2025 Lexus UX 300h,"$41,777",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","7,574 mi."
2025 Lexus UX 300h UX 300h Premium,"$42,550",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","7,859 mi."
2025 Lexus UX 300h,"$41,550",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","5,883 mi."
2022 Toyota Venza Limited,"$32,197",Hertrich Honda Kia of Easton,CVT,All-Wheel Drive,Hybrid,0,28 reviews,"Easton, MD (49 mi.)","39,024 mi."
2023 Honda CR-V Hybrid Sport,"$32,390",Jack Giambalvo Hyundai,CVT,All-Wheel Drive,Hybrid,4.8,812 reviews,"YORK, PA (52 mi.)","15,283 mi."
2021 Toyota Prius XLE,"$19,490",Jack Giambalvo Hyundai,CVT,All-Wheel Drive,Hybrid,4.8,812 reviews,"YORK, PA (52 mi.)","122,091 mi."
2021 Toyota Venza LE,"$25,995",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","83,064 mi."
2023 Toyota Venza LE,"$29,993",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","27,654 mi."
2020 Toyota Prius XLE,"$25,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","28,276 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2019 Toyota RAV4 Hybrid SE,"$30,475",Hyundai of Dundalk,CVT,All-Wheel Drive,Hybrid,0,1 review,"Baltimore, MD (10 mi.)","28,979 mi."
2023 Lincoln Corsair Grand Touring,"$37,787",Norris Auto Group,CVT,All-Wheel Drive,Hybrid,4.6,721 reviews,"Baltimore, MD (10 mi.)","4,238 mi."
2017 Lexus RX 450h 450H,"$26,449",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","75,712 mi."
2022 Toyota RAV4 Hybrid XLE Premium,"$31,000",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","42,087 mi."
2022 Toyota Venza Limited,"$33,706",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","44,074 mi."
2021 Toyota RAV4 Prime XSE,"$34,998",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","83,101 mi."
2021 Lexus UX 250h Base,"$28,939",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","46,945 mi."
2022 Toyota RAV4 Hybrid XLE Premium,"$34,300",Koons Toyota Of Westminster,CVT,All-Wheel Drive,Hybrid,4.6,891 reviews,"Westminster, MD (29 mi.)","21,165 mi."
2024 Toyota RAV4 Hybrid SE,"$36,000",Koons Toyota Of Westminster,CVT,All-Wheel Drive,Hybrid,4.6,891 reviews,"Westminster, MD (29 mi.)","14,389 mi."
2024 Honda CR-V Hybrid Sport,"$33,995",Alexandria Toyota,CVT,All-Wheel Drive,Hybrid,4.5,618 reviews,"Alexandria, VA (35 mi.)","16,099 mi."
2024 Toyota Corolla Cross Hybrid SE,"$31,995",Alexandria Toyota,CVT,All-Wheel Drive,Hybrid,4.5,618 reviews,"Alexandria, VA (35 mi.)","14,947 mi."
2024 Toyota Sienna XLE,"$47,500",Koons Tysons Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"2,580 reviews","Vienna, VA (37 mi.)","19,058 mi."
2021 Toyota Highlander Hybrid Platinum,"$41,980",Waldorf Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"1,292 reviews","Waldorf, MD (44 mi.)","45,982 mi."
2025 Lexus UX 300h,"$41,900",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","6,718 mi."
2025 Lexus UX 300h,"$41,550",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","7,108 mi."
2019 Lexus RX 450h Base,"$39,900",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","67,678 mi."
2022 Toyota RAV4 Hybrid XLE Premium,"$31,550",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","56,033 mi."
2021 Lexus UX 250h Base,"$27,750",Mercedes-Benz of Chantilly,CVT,All-Wheel Drive,Hybrid,4.7,"1,031 reviews","Chantilly, VA (49 mi.)","34,433 mi."
2017 Toyota Highlander Hybrid Limited,"$28,900",Miller Toyota,CVT,All-Wheel Drive,Hybrid,4.8,845 reviews,"Manassas, VA (55 mi.)","54,715 mi."
2021 Toyota Highlander Hybrid XLE,"$33,963",New Holland Auto Group,CVT,All-Wheel Drive,Hybrid,4.1,458 reviews,"New Holland, PA (67 mi.)","80,942 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2020 Lexus UX 250h Base,"$28,500",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","28,067 mi."
2021 Toyota RAV4 Hybrid XLE,"$31,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","27,168 mi."
2024 Toyota RAV4 Hybrid XLE,"$35,000",Heritage Toyota Owings Mills,CVT,All-Wheel Drive,Hybrid,4.6,"1,364 reviews","Owings Mills, MD (13 mi.)","23,226 mi."
2024 Toyota RAV4 Hybrid XLE,"$34,000",Heritage Toyota Owings Mills,CVT,All-Wheel Drive,Hybrid,4.6,"1,364 reviews","Owings Mills, MD (13 mi.)","31,701 mi."
2020 Lexus RX 450h Base,"$38,629",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","53,164 mi."
2023 Lexus RX 350h Premium Plus,"$55,900",DARCARS Lexus Of Silver Spring,CVT,All-Wheel Drive,Hybrid,4.5,"1,797 reviews","Silver Spring, MD (20 mi.)","6,346 mi."
2021 Toyota Highlander Hybrid XLE,"$35,500",DARCARS Lexus Of Silver Spring,CVT,All-Wheel Drive,Hybrid,4.5,"1,797 reviews","Silver Spring, MD (20 mi.)","55,329 mi."
2023 Toyota RAV4 Hybrid XSE,"$35,000",Koons Annapolis Toyota,CVT,All-Wheel Drive,Hybrid,4.6,"1,193 reviews","Annapolis, MD (21 mi.)","33,446 mi."
2023 Toyota Highlander Hybrid Platinum,"$56,995",Alexandria Toyota,CVT,All-Wheel Drive,Hybrid,4.5,618 reviews,"Alexandria, VA (35 mi.)","13,022 mi."
2020 Lexus UX 250h Base,"$24,750",Koons Tysons Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"2,580 reviews","Vienna, VA (37 mi.)","60,809 mi."
2023 Honda CR-V Hybrid Sport,"$31,080",Jaguar Land Rover Tysons Corner,CVT,All-Wheel Drive,Hybrid,4.6,"1,152 reviews","Vienna, VA (38 mi.)","20,624 mi."
2023 Toyota Corolla Hybrid SE,"$29,000",Ourisman Honda of Tysons Corner,CVT,All-Wheel Drive,Hybrid,3.9,551 reviews,"Vienna, VA (38 mi.)","7,019 mi."
2022 Toyota RAV4 Hybrid XLE,"$25,663",Younger Nissan,CVT,All-Wheel Drive,Hybrid,4.9,"3,103 reviews","Frederick, MD (41 mi.)","81,123 mi."
2024 Toyota RAV4 Hybrid XLE Premium,"$40,000",Hart Nissan of NOVA,CVT,All-Wheel Drive,Hybrid,4.8,451 reviews,"Springfield, VA (43 mi.)","1,691 mi."
2018 Toyota Highlander Hybrid XLE,"$21,500",Subaru of Sterling,CVT,All-Wheel Drive,Hybrid,4.5,646 reviews,"Sterling, VA (44 mi.)","133,581 mi."
2020 Lexus UX 250h Base,"$34,550",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","28,379 mi."
2023 Honda CR-V Hybrid Sport Touring,"$36,581",Honda of Chantilly,CVT,All-Wheel Drive,Hybrid,4,712 reviews,"Chantilly, VA (48 mi.)","21,603 mi."
2024 Honda CR-V Hybrid Sport,"$35,481",Joyce Koons Honda Buick GMC,CVT,All-Wheel Drive,Hybrid,4.5,"1,190 reviews","Manassas, VA (55 mi.)","5,934 mi."
2022 Toyota Venza XLE,"$30,390",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","49,912 mi."
2024 Toyota Crown Limited,"$43,490",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","9,669 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2023 Toyota Highlander Hybrid XLE,"$43,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","48,268 mi."
2023 Toyota Highlander Hybrid XLE,"$45,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","30,399 mi."
2022 Toyota Highlander Hybrid XLE,"$43,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","39,641 mi."
2020 Toyota Prius XLE,"$25,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","36,625 mi."
2021 Toyota Venza XLE,"$31,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","36,328 mi."
2021 Toyota Venza XLE,"$32,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","27,163 mi."
2022 Toyota RAV4 Hybrid XLE Premium,"$34,500",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","37,182 mi."
2025 Mazda CX-5 Sport,"$37,600",Heritage Mazda Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,968 reviews,"Catonsville, MD (6 mi.)",53 mi.
2025 Honda CR-V Hybrid Sport-L,"$38,000",Acura of Ellicott City,CVT,All-Wheel Drive,Hybrid,4.4,492 reviews,"Ellicott City, MD (8 mi.)","2,138 mi."
2022 Honda CR-V Hybrid EX,"$25,950",Hyundai of Dundalk,CVT,All-Wheel Drive,Hybrid,0,1 review,"Baltimore, MD (10 mi.)","58,460 mi."
2021 Toyota Highlander Hybrid XLE,"$39,750",Heritage Toyota Owings Mills,CVT,All-Wheel Drive,Hybrid,4.6,"1,364 reviews","Owings Mills, MD (13 mi.)","30,115 mi."
2020 Lexus UX 250h Base,"$27,000",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","49,546 mi."
2020 Lexus RX 450h Base,"$41,000",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","28,385 mi."
2021 Lexus UX 250h Base,"$29,728",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","38,041 mi."
2019 Lexus UX 250h 250H,"$28,621",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","27,548 mi."
2021 Toyota RAV4 Hybrid XLE,"$30,730",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","14,041 mi."
2024 Lexus NX 350h Premium,"$48,900",DARCARS Lexus Of Silver Spring,CVT,All-Wheel Drive,Hybrid,4.5,"1,797 reviews","Silver Spring, MD (20 mi.)","8,275 mi."
2018 Toyota Highlander Hybrid XLE,"$28,000",Bob Ruth Ford,CVT,All-Wheel Drive,Hybrid,4.6,"1,947 reviews","Dillsburg, PA (64 mi.)","70,366 mi."
2023 Honda CR-V Hybrid Sport,"$32,145","L. B. Smith Ford Lincoln, Inc.",CVT,All-Wheel Drive,Hybrid,5,"2,710 reviews","Lemoyne, PA (71 mi.)","17,574 mi."
2022 Toyota RAV4 Hybrid XLE,"$33,390",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","24,202 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2023 Toyota Highlander Hybrid Platinum,"$48,500",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","45,003 mi."
2024 Lexus UX 250h Premium,"$39,000",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","8,015 mi."
2020 Lexus UX 250h Base,"$30,900",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","26,162 mi."
2020 Toyota Highlander Hybrid Limited,"$39,949",Len Stoler Lexus,CVT,All-Wheel Drive,Hybrid,5,430 reviews,"Owings Mills, MD (16 mi.)","19,093 mi."
2015 Subaru XV Crosstrek Hybrid Base,Not Priced,Herb Gordon Subaru,CVT,All-Wheel Drive,Hybrid,5,"1,627 reviews","Silver Spring, MD (19 mi.)","144,827 mi."
2022 Honda CR-V Hybrid EX,"$26,598",Volvo Cars Annapolis,CVT,All-Wheel Drive,Hybrid,4.7,"2,617 reviews","Annapolis, MD (20 mi.)","49,836 mi."
2023 Toyota Sienna XSE,"$88,429",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",5 mi.
2023 Toyota Sienna LE,"$79,981",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",5 mi.
2024 Toyota Sienna XLE,"$95,789",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",8 mi.
2023 Toyota Sienna XSE,"$88,385",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",10 mi.
2023 Toyota Sienna XSE,"$88,446",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",0 mi.
2023 Toyota Sienna LE,"$79,819",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",22 mi.
2023 Toyota Sienna XSE 25th Anniversary,"$88,689",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",10 mi.
2022 Toyota RAV4 Prime XSE,"$41,000",Koons Annapolis Toyota,CVT,All-Wheel Drive,Hybrid,4.6,"1,193 reviews","Annapolis, MD (21 mi.)","12,840 mi."
2020 Toyota RAV4 Hybrid Limited,"$19,950",Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","156,949 mi."
2018 Toyota Highlander Hybrid Limited,Not Priced,Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","91,844 mi."
2023 Toyota RAV4 Prime SE,Not Priced,Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","35,414 mi."
2021 Toyota Highlander Hybrid XLE,Not Priced,Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","75,412 mi."
2022 Toyota RAV4 Hybrid XLE Premium,Not Priced,Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","18,549 mi."
2022 Honda CR-V Hybrid Touring,Not Priced,Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","48,514 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2022 Honda CR-V Hybrid Touring,Not Priced,Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","88,311 mi."
2019 Lexus UX 250h Base,"$23,980",DARCARS Volvo Cars,CVT,All-Wheel Drive,Hybrid,4.6,364 reviews,"Rockville, MD (28 mi.)","70,914 mi."
2024 Toyota RAV4 Prime XSE,"$46,599",DARCARS 355 Toyota Rockville,CVT,All-Wheel Drive,Hybrid,2.5,289 reviews,"Rockville, MD (28 mi.)","11,915 mi."
2025 Toyota RAV4 Hybrid SE,"$36,599",DARCARS 355 Toyota Rockville,CVT,All-Wheel Drive,Hybrid,2.5,289 reviews,"Rockville, MD (28 mi.)",56 mi.
2024 Toyota Sienna XSE 7 Passenger,"$50,999",DARCARS 355 Toyota Rockville,CVT,All-Wheel Drive,Hybrid,2.5,289 reviews,"Rockville, MD (28 mi.)","8,499 mi."
